TABLE_NAME,COLUMN_NAME
MIDGARD_SET_NODE_MIMIR_EVENTS,KEY
MIDGARD_BOND_EVENTS,CHAIN
MIDGARD_SLASH_LIQUIDITY_EVENTS,BOND_ADDRESS
MIDGARD_ACTIVE_VAULT_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_FEE_EVENTS,ASSET_E8
MIDGARD_TRANSFER_EVENTS,__HEVO__LOADED_AT
MIDGARD_REWARDS_EVENT_ENTRIES,CACAO_E8
MIDGARD_BLOCK_POOL_DEPTHS,CACAO_E8
MIDGARD_INACTIVE_VAULT_EVENTS,__HEVO__INGESTED_AT
MIDGARD_GAS_EVENTS,BLOCK_TIMESTAMP
MIDGARD_OUTBOUND_EVENTS,ASSET_E8
MIDGARD_REWARDS_EVENT_ENTRIES,POOL
MIDGARD_SET_NODE_KEYS_EVENTS,VALIDATOR_CONSENSUS
MIDGARD_SWAP_EVENTS,FROM_ASSET
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,NODE_ADDR
MIDGARD_BLOCK_POOL_DEPTHS,SYNTH_E8
MIDGARD_WITHDRAW_EVENTS,TO_ADDR
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,DEPOSIT_E8
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,FAILED_SWAPS
MIDGARD_MAYANAME_CHANGE_EVENTS,ADDRESS
MIDGARD_FAILED_DEPOSIT_MESSAGES,REASON
MIDGARD_BOND_EVENTS,BOND_TYPE
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,INTERVAL
MIDGARD_MAYANAME_CHANGE_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_GAS_EVENTS,__HEVO__LOADED_AT
MIDGARD_SLASH_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_SWAP_EVENTS,TO_ADDR
MIDGARD_BOND_EVENTS,__HEVO__LOADED_AT
MIDGARD_MAYANAME_CHANGE_EVENTS,EVENT_ID
MIDGARD_ADD_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_SET_NODE_KEYS_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_MAYANAME_CHANGE_EVENTS,HEIGHT
MIDGARD_SWAP_EVENTS,BLOCK_TIMESTAMP
MIDGARD_ACTIVE_VAULT_EVENTS,__HEVO__LOADED_AT
MIDGARD_STAKE_EVENTS,EVENT_ID
MIDGARD_RESERVE_EVENTS,FROM_ADDR
MIDGARD_TRANSFER_EVENTS,EVENT_ID
MIDGARD_REWARDS_EVENT_ENTRIES,EVENT_ID
MIDGARD_MAYANAME_CHANGE_EVENTS,SUB_AFFILIATES
MIDGARD_ADD_EVENTS,POOL
MIDGARD_SET_IP_ADDRESS_EVENTS,IP_ADDR
MIDGARD_SET_NODE_KEYS_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_FAILED_DEPOSIT_MESSAGES,AMOUNT_E8
MIDGARD_ADD_EVENTS,ASSET
MIDGARD_SWAP_EVENTS,_DIRECTION
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,IN_E8
MIDGARD_SET_NODE_MIMIR_EVENTS,__HEVO__LOADED_AT
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,ASSET
MIDGARD_WITHDRAW_EVENTS,EVENT_ID
MIDGARD_SWAP_EVENTS,TX
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,__HEVO__LOADED_AT
MIDGARD_STAKE_EVENTS,BLOCK_TIMESTAMP
MIDGARD_FEE_EVENTS,POOL_DEDUCT
MIDGARD_GAS_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_GAS_EVENTS,__HEVO__INGESTED_AT
MIDGARD_PENDING_LIQUIDITY_EVENTS,EVENT_ID
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,CURRENT
MIDGARD_SET_NODE_MIMIR_EVENTS,ADDRESS
MIDGARD_SET_VERSION_EVENTS,__HEVO__INGESTED_AT
MIDGARD_SLASH_LIQUIDITY_EVENTS,ASSET_E8_LOSS
MIDGARD_OUTBOUND_EVENTS,ASSET
MIDGARD_SLASH_EVENTS,__HEVO__INGESTED_AT
MIDGARD_ADD_EVENTS,TX
MIDGARD_REWARDS_EVENT_ENTRIES,BLOCK_TIMESTAMP
MIDGARD_SET_VERSION_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_RESERVE_EVENTS,ASSET_E8
MIDGARD_NEW_NODE_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_GAS_EVENTS,CACAO_E8
MIDGARD_SET_IP_ADDRESS_EVENTS,EVENT_ID
MIDGARD_SLASH_POINTS_EVENTS,REASON
MIDGARD_SWAP_EVENTS,STREAMING_QUANTITY
MIDGARD_PENDING_LIQUIDITY_EVENTS,ASSET_TX
MIDGARD_FAILED_DEPOSIT_MESSAGES,__HEVO__LOADED_AT
MIDGARD_BLOCK_LOG,HASH
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,BLOCK_TIMESTAMP
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,OUT_E8
MIDGARD_SLASH_POINTS_EVENTS,NODE_ADDRESS
MIDGARD_SLASH_LIQUIDITY_EVENTS,BLOCK_TIMESTAMP
MIDGARD_NEW_NODE_EVENTS,BLOCK_TIMESTAMP
MIDGARD_BLOCK_LOG,AGG_STATE
MIDGARD_BOND_EVENTS,FROM_ADDR
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_STAKE_EVENTS,ASSET_CHAIN
MIDGARD_FEE_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_FAILED_DEPOSIT_MESSAGES,__HEVO__INGESTED_AT
MIDGARD_SET_NODE_MIMIR_EVENTS,EVENT_ID
MIDGARD_SET_MIMIR_EVENTS,KEY
MIDGARD_POOL_EVENTS,STATUS
MIDGARD_SET_MIMIR_EVENTS,BLOCK_TIMESTAMP
MIDGARD_RESERVE_EVENTS,__HEVO__LOADED_AT
MIDGARD_MAYANAME_CHANGE_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_TRANSFER_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_FEE_EVENTS,ASSET
MIDGARD_NEW_NODE_EVENTS,NODE_ADDR
MIDGARD_POOL_EVENTS,EVENT_ID
MIDGARD_SLASH_POINTS_EVENTS,__HEVO__LOADED_AT
MIDGARD_SET_MIMIR_EVENTS,EVENT_ID
MIDGARD_CONSTANTS,__HEVO__DATABASE_NAME
MIDGARD_PENDING_LIQUIDITY_EVENTS,PENDING_TYPE
MIDGARD_STAKE_EVENTS,MEMO
MIDGARD_SET_NODE_KEYS_EVENTS,SECP256K1
MIDGARD_SLASH_EVENTS,POOL
MIDGARD_ADD_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_ADD_EVENTS,MEMO
MIDGARD_SEND_MESSAGES,__HEVO__DATABASE_NAME
MIDGARD_ACTIVE_VAULT_EVENTS,__HEVO__INGESTED_AT
MIDGARD_SLASH_EVENTS,EVENT_ID
MIDGARD_ACTIVE_VAULT_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_FAILED_DEPOSIT_MESSAGES,EVENT_ID
MIDGARD_SWAP_EVENTS,SWAP_SLIP_BP
MIDGARD_SWAP_EVENTS,FROM_E8
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,__HEVO__LOADED_AT
MIDGARD_SET_NODE_KEYS_EVENTS,__HEVO__LOADED_AT
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,ASSET_ADD
MIDGARD_PENDING_LIQUIDITY_EVENTS,ASSET_CHAIN
MIDGARD_WITHDRAW_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_SLASH_POINTS_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_WITHDRAW_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_SLASH_LIQUIDITY_EVENTS,CACAO_E10_LOSS
MIDGARD_REWARDS_EVENTS,BLOCK_TIMESTAMP
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,FORMER
MIDGARD_FEE_EVENTS,TX
MIDGARD_WITHDRAW_EVENTS,BLOCK_TIMESTAMP
MIDGARD_WITHDRAW_EVENTS,STAKE_UNITS
MIDGARD_BLOCK_LOG,TIMESTAMP
MIDGARD_OUTBOUND_EVENTS,FROM_ADDR
MIDGARD_STAKE_EVENTS,_ASSET_IN_CACAO_E8
MIDGARD_WITHDRAW_EVENTS,TX
MIDGARD_STAKE_EVENTS,CACAO_TX
MIDGARD_WITHDRAW_EVENTS,__HEVO__INGESTED_AT
MIDGARD_TRANSFER_EVENTS,FROM_ADDR
MIDGARD_SEND_MESSAGES,__HEVO__LOADED_AT
MIDGARD_SLASH_POINTS_EVENTS,__HEVO__INGESTED_AT
MIDGARD_WITHDRAW_EVENTS,ASSET
MIDGARD_SET_MIMIR_EVENTS,VALUE
MIDGARD_MAYANAME_CHANGE_EVENTS,__HEVO__LOADED_AT
MIDGARD_SLASH_LIQUIDITY_EVENTS,__HEVO__LOADED_AT
MIDGARD_REWARDS_EVENTS,__HEVO__LOADED_AT
MIDGARD_FEE_EVENTS,__HEVO__INGESTED_AT
MIDGARD_MAYANAME_CHANGE_EVENTS,__HEVO__INGESTED_AT
MIDGARD_PENDING_LIQUIDITY_EVENTS,CACAO_E8
MIDGARD_SET_NODE_KEYS_EVENTS,ED25519
MIDGARD_BOND_EVENTS,ASSET_E8
MIDGARD_SET_NODE_MIMIR_EVENTS,BLOCK_TIMESTAMP
MIDGARD_SWAP_EVENTS,CHAIN
MIDGARD_TRANSFER_EVENTS,__HEVO__INGESTED_AT
MIDGARD_GAS_EVENTS,ASSET
MIDGARD_SET_NODE_MIMIR_EVENTS,__HEVO__INGESTED_AT
MIDGARD_REWARDS_EVENTS,BOND_E8
MIDGARD_SEND_MESSAGES,AMOUNT_E8
MIDGARD_REFUND_EVENTS,FROM_ADDR
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,DEPOSIT_ASSET
MIDGARD_VALIDATOR_REQUEST_LEAVE_EVENTS,__HEVO__LOADED_AT
MIDGARD_FAILED_DEPOSIT_MESSAGES,MEMO
MIDGARD_SEND_MESSAGES,BLOCK_TIMESTAMP
MIDGARD_RESERVE_EVENTS,BLOCK_TIMESTAMP
MIDGARD_OUTBOUND_EVENTS,BLOCK_TIMESTAMP
MIDGARD_RESERVE_EVENTS,TO_ADDR
MIDGARD_BOND_EVENTS,TO_ADDR
MIDGARD_REFUND_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_RESERVE_EVENTS,ADDR
MIDGARD_SET_VERSION_EVENTS,__HEVO__LOADED_AT
MIDGARD_PENDING_LIQUIDITY_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_UPDATE_NODE_ACCOUNT_STATUS_EVENTS,__HEVO__INGESTED_AT
MIDGARD_WITHDRAW_EVENTS,ASSET_E8
MIDGARD_SEND_MESSAGES,ASSET
MIDGARD_SET_NODE_MIMIR_EVENTS,VALUE
MIDGARD_REFUND_EVENTS,REASON
MIDGARD_BOND_EVENTS,EVENT_ID
MIDGARD_SLASH_EVENTS,__HEVO__LOADED_AT
MIDGARD_STAKE_EVENTS,ASSET_ADDR
MIDGARD_POOL_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_FAILED_DEPOSIT_MESSAGES,FROM_ADDR
MIDGARD_BOND_EVENTS,ASSET
MIDGARD_WITHDRAW_EVENTS,__HEVO__LOADED_AT
MIDGARD_CONSTANTS,__HEVO__LOADED_AT
MIDGARD_PENDING_LIQUIDITY_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_SWAP_EVENTS,MEMO
MIDGARD_PENDING_LIQUIDITY_EVENTS,CACAO_ADDR
MIDGARD_SEND_MESSAGES,TO_ADDR
MIDGARD_SET_VERSION_EVENTS,EVENT_ID
MIDGARD_REFUND_EVENTS,BLOCK_TIMESTAMP
MIDGARD_FAILED_DEPOSIT_MESSAGES,BLOCK_TIMESTAMP
MIDGARD_OUTBOUND_EVENTS,CHAIN
MIDGARD_INACTIVE_VAULT_EVENTS,EVENT_ID
MIDGARD_OUTBOUND_EVENTS,__HEVO__SCHEMA_NAME
MIDGARD_POOL_BALANCE_CHANGE_EVENTS,CACAO_AMT
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,__HEVO__INGESTED_AT
MIDGARD_SWAP_EVENTS,__HEVO__LOADED_AT
MIDGARD_RESERVE_EVENTS,MEMO
MIDGARD_STAKE_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_STAKE_EVENTS,__HEVO__INGESTED_AT
MIDGARD_WITHDRAW_EVENTS,CHAIN
MIDGARD_RESERVE_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_BLOCK_POOL_DEPTHS,__HEVO__SCHEMA_NAME
MIDGARD_TRANSFER_EVENTS,__HEVO__DATABASE_NAME
MIDGARD_MAYANAME_CHANGE_EVENTS,TX_ID
MIDGARD_PENDING_LIQUIDITY_EVENTS,BLOCK_TIMESTAMP
MIDGARD_SEND_MESSAGES,CODE
MIDGARD_SET_VERSION_EVENTS,NODE_ADDR
MIDGARD_SLASH_LIQUIDITY_EVENTS,ASSET
MIDGARD_BLOCK_POOL_DEPTHS,__HEVO__DATABASE_NAME
MIDGARD_SEND_MESSAGES,EVENT_ID
MIDGARD_FEE_EVENTS,EVENT_ID
MIDGARD_TRANSFER_EVENTS,TO_ADDR
MIDGARD_REFUND_EVENTS,MEMO
MIDGARD_VALIDATOR_REQUEST_LEAVE_EVENTS,TX
MIDGARD_REFUND_EVENTS,EVENT_ID
MIDGARD_TRANSFER_EVENTS,ASSET
MIDGARD_RESERVE_EVENTS,TX
MIDGARD_WITHDRAW_EVENTS,EMIT_ASSET_E8
MIDGARD_BOND_EVENTS,BLOCK_TIMESTAMP
MIDGARD_SLASH_LIQUIDITY_EVENTS,LP_UNITS
MIDGARD_SLASH_POINTS_EVENTS,EVENT_ID
MIDGARD_REFUND_EVENTS,CODE
MIDGARD_STREAMING_SWAP_DETAILS_EVENTS,EVENT_ID
